Subject,Session/Partition,Localizer,EVEN_S-N
562_FED_20170327b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/562_FED_20170327b_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/562_FED_20170327b_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
563_FED_20170327c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/563_FED_20170327c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/563_FED_20170327c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
564_FED_20170406_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/564_FED_20170406_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/564_FED_20170406_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
565_FED_20170406_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/565_FED_20170406_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/565_FED_20170406_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
566_FED_20170407a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/566_FED_20170407a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/566_FED_20170407a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
567_FED_20170407b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/567_FED_20170407b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/567_FED_20170407b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
568_FED_20170407c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/568_FED_20170407c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/568_FED_20170407c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
569_FED_20170410b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/569_FED_20170410b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/569_FED_20170410b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
570_FED_20170410_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/570_FED_20170410_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/570_FED_20170410_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
571_FED_20170412c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/571_FED_20170412c_3T2_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/571_FED_20170412c_3T2_PL2017/firstlevel_langlocSN/con_0013.nii
572_FED_20170413a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/572_FED_20170413a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/572_FED_20170413a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
573_FED_20170413b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/573_FED_20170413b_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/573_FED_20170413b_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
574_FED_20170425a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/574_FED_20170425a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/574_FED_20170425a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
574_FED_20170413c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/574_FED_20170413c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/574_FED_20170413c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
574_FED_20170430a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/574_FED_20170430a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/574_FED_20170430a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
575_FED_20170414a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/575_FED_20170414a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/575_FED_20170414a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
576_FED_20171006a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/576_FED_20171006a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/576_FED_20171006a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
576_FED_20170414b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/576_FED_20170414b_3T2_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/576_FED_20170414b_3T2_PL2017/firstlevel_langlocSN/con_0013.nii
577_FED_20170414c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/577_FED_20170414c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/577_FED_20170414c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
578_FED_20170414d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/578_FED_20170414d_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/578_FED_20170414d_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
578_FED_20170831c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/578_FED_20170831c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/578_FED_20170831c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
579_FED_20170418_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/579_FED_20170418_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/579_FED_20170418_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
580_FED_20170418_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/580_FED_20170418_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/580_FED_20170418_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
581_FED_20170418_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/581_FED_20170418_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/581_FED_20170418_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
582_FED_20190726b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/582_FED_20190726b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/582_FED_20190726b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
582_FED_20170420a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/582_FED_20170420a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/582_FED_20170420a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
583_FED_20170720d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/583_FED_20170720d_3T2_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/583_FED_20170720d_3T2_PL2017/firstlevel_langlocSN/con_0013.nii
583_FED_20170420c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/583_FED_20170420c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/583_FED_20170420c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
584_FED_20170421a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/584_FED_20170421a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/584_FED_20170421a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
585_FED_20170329a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/585_FED_20170329a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/585_FED_20170329a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
586_FED_20170331b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/586_FED_20170331b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/586_FED_20170331b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
587_FED_20170423a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/587_FED_20170423a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/587_FED_20170423a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
588_FED_20170422c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/588_FED_20170422c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/588_FED_20170422c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
589_FED_20170422a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/589_FED_20170422a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/589_FED_20170422a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
590_FED_20170422b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/590_FED_20170422b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/590_FED_20170422b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
591_FED_20170422d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/591_FED_20170422d_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/591_FED_20170422d_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
592_FED_20170423b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/592_FED_20170423b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/592_FED_20170423b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
593_FED_20170423c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/593_FED_20170423c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/593_FED_20170423c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
594_FED_20170423d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/594_FED_20170423d_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/594_FED_20170423d_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
595_FED_20170425b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/595_FED_20170425b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/595_FED_20170425b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
596_FED_20170426b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/596_FED_20170426b_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/596_FED_20170426b_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
597_FED_20170427a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/597_FED_20170427a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/597_FED_20170427a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
598_FED_20170428a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/598_FED_20170428a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/598_FED_20170428a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
599_FED_20170427c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/599_FED_20170427c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/599_FED_20170427c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
600_FED_20170428b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/600_FED_20170428b_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/600_FED_20170428b_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
601_FED_20170501a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/601_FED_20170501a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/601_FED_20170501a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
602_FED_20170526b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/602_FED_20170526b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/602_FED_20170526b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
603_FED_20170502a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/603_FED_20170502a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/603_FED_20170502a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
607_FED_20170517a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/607_FED_20170517a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/607_FED_20170517a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
608_FED_20170518a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/608_FED_20170518a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/608_FED_20170518a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
609_FED_20170523c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/609_FED_20170523c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/609_FED_20170523c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
610_FED_20170523a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/610_FED_20170523a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/610_FED_20170523a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
611_FED_20170524_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/611_FED_20170524_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/611_FED_20170524_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
613_FED_20170526a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/613_FED_20170526a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/613_FED_20170526a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
614_FED_20170525a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/614_FED_20170525a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/614_FED_20170525a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
617_FED_20170605_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/617_FED_20170605_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/617_FED_20170605_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
618_FED_20170612_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/618_FED_20170612_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/618_FED_20170612_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
619_FED_20170613_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/619_FED_20170613_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/619_FED_20170613_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
620_FED_20170613_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/620_FED_20170613_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/620_FED_20170613_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
624_FED_20170619b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/624_FED_20170619b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/624_FED_20170619b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
625_FED_20170619a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/625_FED_20170619a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/625_FED_20170619a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
626_FED_20170619c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/626_FED_20170619c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/626_FED_20170619c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
627_FED_20170620a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/627_FED_20170620a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/627_FED_20170620a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
628_FED_20170620_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/628_FED_20170620_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/628_FED_20170620_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
629_FED_20170620c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/629_FED_20170620c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/629_FED_20170620c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
629_FED_20170922c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/629_FED_20170922c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/629_FED_20170922c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
629_FED_20171215a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/629_FED_20171215a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/629_FED_20171215a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
630_FED_20170621c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/630_FED_20170621c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/630_FED_20170621c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
632_FED_20170623a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/632_FED_20170623a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/632_FED_20170623a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
632_FED_20170825a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/632_FED_20170825a_3T2_PL2017/firstlevel_langlocSN/locT_0009_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/632_FED_20170825a_3T2_PL2017/firstlevel_langlocSN/con_0010.nii
633_FED_20170626a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/633_FED_20170626a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/633_FED_20170626a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
634_FED_20170626_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/634_FED_20170626_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/634_FED_20170626_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
635_FED_20170627_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/635_FED_20170627_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/635_FED_20170627_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
636_FED_20170628b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/636_FED_20170628b_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/636_FED_20170628b_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
637_FED_20170628c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/637_FED_20170628c_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/637_FED_20170628c_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
638_FED_20170628_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/638_FED_20170628_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/638_FED_20170628_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
